subject,time_spent,recall_score,previous_interval,next_study_interval
Literature,36.76,4.87,0.61,1.58
CS,91.64,3.45,3.43,8.33
Geography,52.01,3.95,7.76,19.35
Math,62.58,2.91,2.32,5.44
CS,58.73,3.99,6.27,15.67
Chemistry,46.81,5.0,0.4,1.04
CS,79.68,4.5,2.04,5.21
Chemistry,62.52,3.42,1.83,4.44
Chemistry,50.47,4.18,0.02,1.0
Literature,33.91,4.08,1.76,4.42
Chemistry,42.13,4.01,1.38,3.45
Physics,27.17,4.61,3.32,8.52
History,60.24,4.6,8.36,21.44
History,36.07,3.37,0.27,1.0
Literature,54.69,4.14,1.19,2.99
Physics,87.4,3.12,1.76,4.19
CS,83.99,2.58,1.82,4.17
Biology,59.35,3.23,4.47,10.71
CS,58.26,3.42,1.76,4.27
Geography,97.6,1.84,0.08,1.0
Biology,70.42,4.36,3.71,9.43
Chemistry,53.44,1.0,6.48,1.0
Math,31.48,5.0,2.16,5.62
Biology,67.88,5.0,2.61,6.79
Math,76.59,3.24,0.53,1.27
History,47.37,3.51,0.75,1.83
Math,65.82,3.8,0.8,1.98
History,52.73,2.91,1.69,3.96
Physics,56.32,3.69,7.9,19.44
Physics,10.24,3.36,2.21,5.34
Literature,55.56,3.41,0.64,1.55
Literature,79.39,3.68,0.93,2.29
Chemistry,47.37,2.19,1.45,3.22
Biology,61.05,3.54,2.93,7.15
Chemistry,44.88,3.66,1.74,4.27
History,67.21,3.63,1.49,3.65
Chemistry,55.67,3.28,2.5,6.01
Math,41.22,4.64,0.83,2.13
History,86.65,3.15,0.25,1.0
Literature,78.58,3.73,0.07,1.0
Physics,47.9,4.8,0.87,2.25
Literature,69.96,3.42,0.29,1.0
Biology,70.75,3.71,1.23,3.03
History,72.85,3.4,4.45,10.77
History,26.11,4.74,3.78,9.74
Math,80.13,3.24,2.83,6.78
Biology,48.61,4.78,5.74,14.82
Physics,52.84,3.4,0.99,2.4
CS,112.76,2.64,6.49,14.93
History,66.04,4.18,1.53,3.86
History,52.27,3.2,1.54,3.68
Math,15.89,4.12,1.56,3.92
Chemistry,87.8,1.0,0.31,1.0
Geography,33.1,3.51,11.13,27.12
Physics,39.93,3.04,0.45,1.06
Literature,53.37,2.44,1.25,2.83
Biology,88.33,2.95,1.15,2.7
History,75.46,2.93,0.23,1.0
History,56.84,3.45,0.5,1.21
Literature,66.17,2.13,0.14,1.0
Physics,47.99,3.82,1.04,2.58
Geography,62.79,4.87,6.04,15.64
Chemistry,61.47,3.78,1.24,3.07
History,79.38,4.31,0.4,1.01
Geography,79.34,4.59,3.11,7.97
Physics,69.88,4.74,17.05,43.95
Literature,52.75,5.0,0.79,2.05
Math,74.84,3.0,0.98,2.31
Chemistry,58.16,2.78,10.71,24.89
Biology,38.36,4.28,0.59,1.49
History,51.93,4.21,2.15,5.43
Physics,61.69,4.28,0.82,2.08
Math,78.2,5.0,8.08,21.01
Biology,56.33,3.51,11.97,29.16
CS,35.82,3.93,5.06,12.61
Physics,61.13,2.52,1.13,2.57
Physics,62.27,5.0,1.55,4.03
Biology,63.72,3.16,0.83,1.98
Math,78.4,3.19,6.64,15.87
CS,80.38,3.15,7.38,17.59
Geography,48.12,2.86,1.63,3.81
Geography,47.68,2.77,3.21,7.45
Literature,39.2,2.98,0.54,1.27
Math,73.98,2.13,1.71,3.77
Chemistry,88.98,2.71,2.99,6.91
History,53.7,5.0,1.46,3.8
Biology,55.17,4.24,1.33,3.36
Literature,89.34,4.43,0.0,1.0
CS,70.11,4.68,4.89,12.58
Biology,68.72,5.0,6.6,17.16
Biology,36.18,1.73,10.47,1.0
Math,73.57,2.27,3.81,8.51
History,41.42,2.7,2.39,5.52
Chemistry,37.32,3.03,0.94,2.22
Geography,53.06,3.2,21.79,52.1
Physics,48.28,3.05,2.67,6.32
Physics,55.57,3.72,3.43,8.45
Biology,31.18,3.54,3.44,8.4
Geography,79.18,2.78,5.6,13.01
Geography,82.55,1.32,0.03,1.0
History,21.05,2.51,0.75,1.71
CS,79.57,2.95,3.29,7.74
CS,43.79,3.25,6.77,16.24
Literature,77.14,2.37,3.47,7.81
Math,58.63,3.01,1.6,3.78
History,60.58,2.37,1.35,3.04
History,56.3,3.37,4.02,9.71
Math,84.24,2.43,4.06,9.18
Geography,35.21,2.65,2.8,6.44
CS,72.16,2.19,1.03,2.28
CS,82.03,3.35,7.78,18.78
Geography,74.33,2.63,2.41,5.54
CS,106.49,4.41,4.69,11.94
Biology,49.42,3.91,0.72,1.79
History,79.15,3.43,1.26,3.06
Physics,57.88,2.7,6.23,14.39
Math,84.67,3.88,0.15,1.0
CS,59.85,4.19,2.15,5.42
Literature,52.24,3.64,1.97,4.83
CS,86.12,5.0,4.17,10.84
CS,50.17,3.96,0.99,2.47
Chemistry,31.75,4.41,0.74,1.88
Biology,49.66,3.63,7.82,19.18
Math,72.38,4.18,2.54,6.4
Chemistry,87.84,2.7,0.33,1.0
Chemistry,62.22,3.04,0.64,1.51
Literature,86.36,3.85,20.24,50.23
History,32.84,3.84,0.65,1.61
Literature,51.13,4.01,2.83,7.08
History,54.23,4.6,1.63,4.18
History,57.71,2.08,6.5,14.27
Math,61.68,2.53,4.22,9.62
CS,73.82,3.73,2.73,6.73
Math,51.1,2.78,0.03,1.0
Biology,62.78,5.0,6.36,16.54
History,59.1,4.02,1.76,4.4
Chemistry,41.48,3.42,8.05,19.51
CS,57.73,2.98,2.05,4.83
Physics,57.13,3.02,3.55,8.39
Biology,56.7,3.53,0.22,1.0
Math,60.64,3.61,4.1,10.05
Literature,61.51,3.04,1.24,2.93
Biology,51.35,3.23,1.3,3.11
Biology,85.45,4.84,0.38,1.0
CS,36.61,4.88,0.48,1.24
Biology,45.58,3.75,0.62,1.53
Biology,115.6,2.16,1.19,2.63
Physics,39.24,4.04,6.68,16.73
Geography,32.92,5.0,1.38,3.59
Literature,74.69,4.87,3.87,10.02
Literature,18.46,4.23,0.26,1.0
Literature,55.29,4.92,2.68,6.95
History,102.92,3.55,1.97,4.81
Chemistry,29.1,4.13,11.44,28.77
Geography,20.36,2.82,5.62,13.1
Literature,30.02,3.79,1.82,4.5
Biology,77.97,4.83,4.48,11.58
Biology,82.5,2.91,0.64,1.5
Literature,49.75,2.64,2.48,5.7
CS,73.66,3.6,0.23,1.0
Literature,87.81,3.27,1.28,3.07
Biology,95.75,4.15,0.77,1.94
History,55.07,3.05,3.81,9.02
Math,13.97,5.0,2.02,5.25
Math,43.58,2.21,4.17,9.26
Geography,51.46,4.75,2.17,5.6
Geography,54.82,2.74,0.27,1.0
Literature,56.24,1.7,3.99,1.0
Physics,82.38,3.74,5.37,13.25
Literature,85.49,3.25,7.02,16.84
CS,56.57,2.39,2.55,5.75
Literature,81.97,1.82,4.2,1.0
Geography,67.15,3.49,4.18,10.17
Math,61.29,4.48,0.51,1.3
Biology,78.13,4.08,0.54,1.36
Literature,61.45,3.56,0.22,1.0
Biology,101.16,3.98,1.16,2.9
Biology,31.23,3.47,1.92,4.67
Physics,49.7,2.07,18.49,40.57
Biology,57.47,2.08,1.69,3.71
Math,68.79,3.3,3.89,9.36
History,85.36,3.34,3.55,8.56
History,59.51,4.35,0.69,1.75
Chemistry,31.56,4.26,0.18,1.0
CS,76.85,4.11,2.37,5.96
Literature,75.1,3.22,3.61,8.64
CS,21.16,2.12,19.05,41.98
Math,59.92,3.91,1.33,3.31
Biology,28.2,4.03,6.8,17.02
History,46.71,1.11,1.44,1.0
CS,41.94,2.67,3.51,8.09
Math,76.19,2.81,2.74,6.38
History,62.34,3.62,0.16,1.0
Biology,34.29,2.7,0.24,1.0
CS,77.6,3.46,0.06,1.0
History,31.32,3.29,1.39,3.34
Literature,66.6,3.34,4.11,9.91
Geography,43.72,2.78,0.57,1.32
Literature,52.69,2.86,2.79,6.52
Chemistry,70.09,2.42,1.02,2.31
Chemistry,70.43,3.88,4.78,11.88
History,86.74,4.07,4.8,12.04
Geography,58.35,2.73,4.48,10.37
Math,66.13,5.0,2.23,5.8
Literature,51.25,3.19,1.0,2.39
Math,63.64,5.0,4.97,12.92
Geography,68.79,2.86,0.62,1.45
Math,58.03,1.47,1.03,1.0
Geography,23.92,3.9,0.61,1.52
History,66.63,3.75,3.36,8.3
Math,67.29,3.53,3.48,8.49
Literature,46.4,2.86,3.17,7.41
Biology,34.31,3.47,1.61,3.91
Chemistry,89.52,2.99,0.32,1.0
Biology,69.83,3.2,7.26,17.36
Math,55.42,4.34,2.13,5.41
Biology,37.26,3.68,1.57,3.86
Literature,43.56,4.11,2.67,6.71
Literature,86.05,3.27,0.64,1.54
Math,62.75,3.16,0.43,1.03
History,48.99,2.35,1.56,3.51
Biology,70.19,3.13,0.77,1.83
History,43.71,1.0,0.84,1.0
History,90.02,2.91,6.69,15.69
Geography,87.06,3.42,2.27,5.5
Physics,50.67,4.06,1.98,4.96
Math,47.43,3.23,3.51,8.41
Chemistry,7.64,3.85,9.08,22.53
Literature,30.37,1.32,0.36,1.0
Literature,33.21,3.44,5.38,13.05
Math,62.7,1.82,2.63,1.0
Geography,53.48,2.29,0.47,1.05
CS,33.09,3.31,1.06,2.55
CS,54.38,4.78,1.98,5.11
CS,70.11,3.87,3.52,8.74
Geography,70.56,3.52,0.83,2.02
Chemistry,22.01,3.48,2.3,5.59
Literature,57.43,2.79,3.46,8.05
Math,32.33,2.96,1.79,4.21
Geography,78.03,3.93,5.96,14.85
Literature,75.68,2.11,6.11,13.45
History,42.04,4.09,1.91,4.8
Biology,44.68,3.11,10.83,25.75
Biology,50.77,4.33,0.24,1.0
Geography,14.94,4.46,0.01,1.0
Literature,66.72,1.83,1.44,1.0
Physics,54.54,2.92,2.76,6.48
Chemistry,79.4,2.64,2.98,6.85
CS,38.03,1.69,1.94,1.0
Chemistry,47.62,2.47,0.4,1.0
Chemistry,29.87,5.0,0.56,1.46
Geography,39.91,4.11,5.73,14.4
History,36.36,5.0,6.07,15.78
Chemistry,79.92,4.33,3.36,8.53
Biology,46.03,2.76,3.27,7.59
History,62.48,3.12,2.73,6.49
Math,52.38,4.09,0.68,1.71
Chemistry,34.61,3.94,1.68,4.19
Chemistry,56.63,2.92,3.57,8.38
Math,71.98,1.99,2.31,1.0
Chemistry,35.84,5.0,0.06,1.0
Math,76.18,3.36,9.21,22.24
History,43.01,3.17,5.59,13.34
Biology,50.34,3.61,0.91,2.23
Math,70.61,3.26,2.87,6.89
Physics,46.73,3.62,7.7,18.88
Geography,60.75,4.79,0.3,1.0
Geography,53.71,3.38,2.1,5.08
Math,62.59,2.34,1.83,4.11
Geography,12.39,3.34,1.58,3.81
Chemistry,23.41,3.04,5.42,12.83
CS,72.32,4.92,1.44,3.73
CS,80.74,4.67,0.2,1.0
Geography,41.79,3.61,0.2,1.0
History,55.12,2.22,0.13,1.0
Literature,65.89,2.27,1.58,3.53
History,73.86,3.52,3.8,9.26
Literature,19.45,3.84,0.68,1.69
CS,42.28,3.13,3.12,7.43
CS,53.35,3.02,3.49,8.25
Math,74.06,2.91,0.88,2.06
Biology,109.97,3.48,2.75,6.69
Physics,55.44,1.12,3.46,1.0
History,31.86,2.4,1.89,4.27
Chemistry,68.05,2.87,1.23,2.88
Literature,86.42,4.71,2.9,7.47
Geography,62.16,2.69,11.43,26.39
Chemistry,41.87,3.68,1.67,4.11
Biology,79.16,3.73,1.49,3.67
Literature,73.27,4.8,1.87,4.83
History,39.48,4.76,0.24,1.0
Math,67.63,3.44,2.42,5.87
Chemistry,79.95,3.02,1.2,2.84
Biology,83.64,2.84,0.39,1.0
History,58.67,3.26,1.88,4.51
CS,52.84,3.07,0.01,1.0
CS,84.55,4.05,1.54,3.86
History,35.8,3.92,0.34,1.0
History,68.77,4.09,0.07,1.0
History,32.6,4.76,5.22,13.47
Literature,81.31,5.0,7.44,19.34
History,54.84,3.62,0.7,1.72
Chemistry,85.37,4.6,2.33,5.98
Biology,69.83,3.15,0.98,2.34
Literature,35.54,4.69,2.04,5.25
History,88.49,4.56,1.72,4.4
Physics,91.02,4.51,0.94,2.4
Geography,77.65,3.59,3.62,8.86
Physics,44.77,2.83,0.41,1.0
Biology,53.88,2.11,0.16,1.0
CS,62.91,3.46,4.38,10.64
Math,45.93,5.0,3.29,8.55
Math,93.85,3.19,2.07,4.95
Geography,62.89,4.29,1.89,4.79
CS,5.93,4.34,2.06,5.23
Literature,66.79,3.22,1.72,4.12
Literature,53.04,4.82,1.5,3.88
Literature,58.5,1.0,2.08,1.0
Math,52.63,2.28,2.26,5.05
Physics,76.14,2.58,3.53,8.08
Math,82.39,2.68,3.73,8.6
Chemistry,65.66,3.84,1.42,3.52
History,53.21,3.79,1.6,3.96
Literature,59.17,3.89,1.4,3.48
Physics,60.39,4.1,2.31,5.8
Biology,43.95,2.55,1.81,4.13
Geography,71.58,2.28,6.61,14.77
Biology,69.2,3.9,3.58,8.91
History,90.81,2.87,6.87,16.07
Physics,85.11,1.93,3.7,1.0
Math,46.29,4.47,10.62,27.1
Math,76.41,4.9,3.03,7.85
Chemistry,40.98,5.0,9.94,25.84
Chemistry,73.92,3.69,0.52,1.28
Math,49.67,4.13,0.16,1.0
Biology,39.53,4.87,2.6,6.73
Geography,65.6,2.86,12.31,28.77
Literature,6.51,4.61,1.62,4.16
Biology,24.98,3.78,0.71,1.76
Geography,56.45,4.41,2.21,5.63
Chemistry,61.65,3.69,3.14,7.73
History,52.61,4.8,1.14,2.94
Geography,28.41,3.72,3.76,9.27
Math,43.64,2.02,11.08,24.2
Chemistry,67.82,4.95,6.82,17.7
Chemistry,71.64,2.55,1.03,2.35
Literature,59.68,4.75,1.19,3.07
Math,83.14,3.41,1.39,3.37
Literature,67.95,4.68,1.51,3.88
Math,45.05,4.63,0.32,1.0
Literature,54.39,3.93,4.31,10.74
Geography,31.94,4.01,1.36,3.4
Biology,57.84,3.92,6.36,15.84
History,82.24,1.49,7.85,1.0
History,73.71,3.62,0.07,1.0
Math,88.04,2.38,13.4,30.19
Physics,53.94,3.67,3.71,9.12
CS,86.92,2.36,2.2,4.95
Chemistry,56.13,2.32,1.48,3.32
Chemistry,89.43,5.0,2.19,5.69
Math,59.56,4.57,1.18,3.02
Geography,74.14,3.5,2.92,7.11
Literature,89.5,3.68,0.29,1.0
Physics,56.13,3.25,2.91,6.98
Biology,64.37,4.07,0.97,2.43
Literature,85.78,2.82,0.05,1.0
Literature,57.34,4.49,2.41,6.16
Math,33.58,3.25,2.59,6.21
Math,102.86,3.08,1.67,3.96
Geography,50.6,3.52,0.23,1.0
Chemistry,63.18,2.91,6.71,15.74
Math,83.12,3.83,2.84,7.04
Math,47.83,2.96,0.37,1.0
Math,39.84,3.97,2.15,5.37
Geography,65.07,4.72,2.06,5.31
Chemistry,24.14,2.78,0.19,1.0
Biology,54.24,3.37,2.8,6.77
Biology,64.9,3.96,4.96,12.38
CS,54.6,3.06,4.15,9.83
CS,29.13,3.96,0.68,1.7
Math,91.88,4.06,5.95,14.92
CS,62.07,4.58,1.26,3.23
Chemistry,88.62,2.89,8.78,20.56
Geography,54.8,2.56,0.22,1.0
Biology,42.4,3.19,2.0,4.78
Literature,65.38,2.53,2.73,6.23
Biology,55.68,4.06,0.85,2.13
Biology,36.44,2.34,4.43,9.95
Chemistry,89.4,5.0,2.96,7.7
CS,47.55,4.8,0.05,1.0
Literature,23.19,3.51,2.81,6.85
Chemistry,86.56,4.37,2.03,5.16
Math,49.91,1.86,0.65,1.0
Geography,47.84,5.0,16.38,42.59
History,24.69,2.91,6.82,16.0
Biology,94.82,3.38,1.04,2.51
History,34.21,1.64,2.34,1.0
Geography,61.17,3.99,1.14,2.85
Geography,78.25,2.39,4.48,10.1
Chemistry,68.43,3.6,7.99,19.57
Chemistry,58.81,2.96,1.33,3.13
Chemistry,25.97,2.42,4.91,11.1
History,43.81,2.7,2.07,4.78
Chemistry,63.76,3.73,1.52,3.75
Geography,44.26,2.22,8.36,18.58
Math,64.07,2.75,2.14,4.96
Chemistry,73.63,4.16,1.89,4.76
Physics,79.25,5.0,3.35,8.71
CS,35.48,3.98,0.91,2.27
History,103.93,2.58,1.18,2.7
Physics,75.35,3.13,8.07,19.21
Chemistry,59.97,3.53,3.4,8.29
Geography,81.79,3.15,5.26,12.54
Math,107.31,4.4,0.95,2.42
Biology,31.23,3.72,2.35,5.79
Literature,55.49,4.41,10.66,27.14
CS,12.43,3.19,1.15,2.75
Literature,63.85,4.83,0.52,1.34
Chemistry,67.31,3.33,2.15,5.18
CS,59.22,2.53,1.47,3.35
CS,46.91,5.0,0.52,1.35
Math,19.01,1.68,6.58,1.0
CS,67.47,2.76,14.04,32.58
History,89.11,2.87,2.52,5.89
Physics,48.18,5.0,4.47,11.62
Physics,68.8,5.0,5.88,15.29
Physics,28.64,4.99,3.62,9.41
History,69.14,3.17,0.14,1.0
Literature,52.13,5.0,0.51,1.33
Math,44.75,3.87,0.22,1.0
CS,44.79,4.48,0.03,1.0
History,52.13,3.68,1.1,2.71
Physics,67.65,3.45,1.49,3.62
Chemistry,33.76,3.25,0.83,1.99
Biology,52.06,3.29,0.2,1.0
CS,59.17,4.11,2.26,5.68
History,38.02,3.87,0.96,2.38
Geography,95.93,3.47,4.77,11.59
History,42.93,5.0,0.02,1.0
Math,46.61,1.0,5.55,1.0
Math,40.43,4.01,9.29,23.24
History,95.97,4.22,3.78,9.55
Physics,71.06,4.65,3.97,10.2
Biology,41.27,3.44,8.13,19.73
CS,82.12,3.71,0.7,1.72
Math,64.01,4.49,15.65,39.97
CS,65.15,4.99,4.45,11.57
Physics,53.11,3.2,3.89,9.3
CS,45.01,3.77,1.34,3.31
Chemistry,66.76,5.0,2.37,6.16
Math,49.1,1.38,3.18,1.0
Physics,96.34,2.81,2.91,6.78
Physics,34.61,4.97,3.66,9.51
Biology,90.72,4.59,0.26,1.0
Biology,57.77,4.02,1.32,3.3
Chemistry,65.98,3.05,1.71,4.05
Physics,76.66,2.62,0.91,2.09
Literature,47.4,2.91,0.57,1.34
Physics,77.28,5.0,0.45,1.17
Biology,5.85,2.87,1.37,3.2
Literature,45.6,3.6,2.04,5.0
Math,41.52,2.75,0.2,1.0
Math,34.93,4.34,8.78,22.29
CS,55.7,2.96,4.35,10.24
History,67.71,3.4,3.94,9.54
Biology,74.05,1.82,0.57,1.0
History,64.82,1.89,2.78,1.0
Literature,46.69,3.51,2.26,5.51
Biology,67.38,2.17,12.13,26.85
Chemistry,62.49,5.0,4.13,10.74
Physics,78.72,1.44,2.57,1.0
Chemistry,75.54,2.7,5.71,13.19
Literature,60.61,3.52,0.51,1.24
Biology,42.05,3.13,0.05,1.0
Geography,46.94,2.4,3.52,7.94
Literature,49.0,2.54,0.31,1.0
Geography,53.69,2.51,0.37,1.0
Physics,65.36,3.21,4.1,9.81
Math,74.3,5.0,0.95,2.47
Math,58.98,3.58,2.97,7.26
Literature,60.32,4.68,7.48,19.24
History,62.87,4.01,1.14,2.85
Biology,49.68,4.61,0.73,1.87
Biology,41.49,1.0,0.34,1.0
Math,24.89,3.2,0.42,1.0
CS,46.1,4.81,0.19,1.0
Chemistry,69.46,2.93,0.28,1.0
CS,45.94,5.0,1.7,4.42
Physics,55.24,4.98,1.16,3.01
Chemistry,69.33,3.03,3.68,8.7
Chemistry,70.41,3.0,6.13,14.47
Literature,38.41,2.49,4.61,10.48
Math,79.94,2.87,2.27,5.31
CS,82.55,2.27,0.32,1.0
CS,37.4,3.93,3.71,9.24
Math,43.52,2.04,1.35,2.95
CS,83.82,4.1,0.27,1.0
Geography,57.06,4.13,5.54,13.93
Math,15.6,1.84,1.24,1.0
Literature,32.01,5.0,0.74,1.92
History,55.01,4.01,6.15,15.38
Chemistry,36.74,4.25,6.97,17.63
Literature,51.73,2.74,1.24,2.87
Biology,60.65,4.12,1.31,3.29
Physics,89.25,4.63,2.6,6.68
History,54.19,3.4,3.97,9.61
Biology,81.45,5.0,0.2,1.0
Chemistry,88.58,3.54,2.7,6.59
CS,88.69,4.64,9.16,23.53
Math,65.7,3.79,0.91,2.25
Chemistry,20.73,4.09,7.18,18.03
Literature,69.22,1.83,9.0,1.0
Physics,80.97,3.87,0.94,2.34
Literature,58.38,2.77,4.21,9.78
History,94.89,2.65,0.82,1.89
History,77.2,5.0,4.01,10.43
Physics,71.37,3.29,4.79,11.52
Geography,81.73,2.5,0.85,1.93
Biology,66.67,3.14,3.77,8.98
Biology,10.14,2.2,5.02,11.14
History,50.02,4.93,1.33,3.45
History,83.94,2.8,0.55,1.28
CS,43.85,4.03,0.29,1.0
Math,55.53,4.86,2.57,6.65
CS,39.1,3.0,11.46,27.05
CS,95.68,4.03,5.19,12.99
Geography,93.63,2.47,1.72,3.9
Biology,42.32,5.0,2.31,6.01
Geography,62.95,4.44,0.98,2.5
Geography,46.39,3.31,0.53,1.28
Physics,72.3,2.73,1.97,4.56
Biology,70.19,3.39,1.87,4.52
Math,76.23,3.16,2.21,5.27
Literature,66.64,5.0,9.16,23.82
History,118.71,2.27,2.78,6.21
History,39.44,3.63,2.79,6.84
Math,25.79,3.48,0.41,1.0
Geography,52.14,3.38,16.96,41.01
CS,28.64,3.39,4.45,10.77
Physics,30.15,3.38,6.29,15.21
Geography,39.97,4.37,1.6,4.07
History,41.56,4.11,2.09,5.25
Chemistry,40.91,3.92,2.21,5.5
CS,70.36,1.0,0.65,1.0
History,49.88,3.8,3.51,8.69
Chemistry,56.41,1.84,7.0,1.0
Geography,77.88,4.15,0.54,1.36
Math,44.67,4.97,0.27,1.0
Math,54.71,2.57,4.02,9.2
CS,67.32,3.24,0.96,2.3
History,21.17,2.9,2.93,6.87
Biology,12.3,4.74,3.57,9.2
Chemistry,66.92,3.6,1.17,2.87
Physics,69.84,5.0,5.06,13.16
History,101.28,3.91,2.4,5.97
Physics,63.16,3.74,6.1,15.05
History,76.39,3.57,4.32,10.56
Biology,56.09,4.32,6.09,15.45
Biology,65.94,1.76,0.06,1.0
CS,93.35,3.59,0.84,2.06
CS,17.52,3.43,0.28,1.0
Biology,68.27,4.23,1.75,4.42
Literature,102.71,3.31,6.62,15.94
Biology,65.64,2.46,1.89,4.29
Math,93.01,3.51,5.69,13.86
Math,47.42,2.42,1.19,2.69
Literature,59.36,1.57,1.24,1.0
Geography,60.67,4.23,6.78,17.13
Chemistry,15.65,4.08,1.66,4.17
Geography,36.64,3.97,4.68,11.68
Physics,38.06,4.8,0.81,2.09
Geography,76.44,2.83,8.92,20.8
History,77.44,2.07,2.56,5.62
Geography,66.48,3.43,4.27,10.36
History,76.48,3.15,0.28,1.0
Literature,56.72,2.66,2.04,4.7
Math,84.04,3.42,6.94,16.82
CS,60.18,2.89,6.29,14.73
History,61.16,1.66,0.14,1.0
Math,54.69,3.06,1.09,2.58
Chemistry,73.69,2.36,1.76,3.96
Physics,51.58,3.73,0.57,1.41
Chemistry,79.53,2.84,3.93,9.17
Literature,37.36,4.61,0.61,1.57
Geography,38.02,5.0,1.28,3.33
Geography,73.75,4.18,3.27,8.24
Biology,58.23,1.95,1.97,1.0
Biology,50.92,5.0,4.02,10.45
Biology,77.8,5.0,9.75,25.35
Chemistry,47.85,3.52,0.37,1.0
History,56.0,4.82,3.71,9.59
Physics,87.98,2.95,0.79,1.86
Biology,90.78,1.63,1.61,1.0
Literature,91.45,2.74,0.1,1.0
Literature,54.36,5.0,0.44,1.14
Biology,84.61,2.01,1.16,2.53
Geography,41.02,3.5,1.26,3.07
Biology,41.86,3.53,6.9,16.83
Physics,12.99,2.99,4.06,9.58
Biology,93.46,3.06,10.75,25.47
Physics,42.72,3.57,2.74,6.7
Literature,57.47,2.94,0.83,1.95
Biology,41.79,2.08,1.19,2.61
Chemistry,73.9,3.72,1.16,2.86
CS,52.49,4.57,1.19,3.05
Chemistry,33.9,4.37,3.35,8.51
Literature,68.83,2.69,2.27,5.24
Physics,31.33,2.25,1.46,3.25
Chemistry,43.25,3.22,0.48,1.15
Physics,17.86,5.0,0.07,1.0
Chemistry,31.52,4.15,0.74,1.86
Chemistry,63.57,4.2,0.34,1.0
Physics,20.71,4.39,4.62,11.75
History,30.38,3.92,0.36,1.0
Chemistry,59.95,3.62,3.86,9.46
Biology,49.13,4.16,1.46,3.68
CS,99.84,2.95,0.23,1.0
Literature,96.68,2.09,5.03,11.06
History,42.64,4.22,2.6,6.57
Physics,71.14,4.74,0.81,2.09
History,74.99,2.38,6.75,15.21
Math,48.05,4.32,0.14,1.0
Math,30.09,5.0,0.68,1.77
Chemistry,59.75,3.5,4.18,10.18
Chemistry,56.54,2.68,3.71,8.56
Biology,51.28,3.62,1.02,2.5
CS,68.85,2.95,0.19,1.0
Literature,44.99,2.88,5.86,13.72
History,36.96,3.93,1.13,2.82
Math,62.18,1.9,0.65,1.0
Chemistry,67.72,2.06,2.18,4.78
Geography,36.47,3.52,7.23,17.63
Geography,78.56,3.48,0.13,1.0
Literature,24.59,3.84,4.35,10.79
History,48.44,5.0,2.55,6.63
Chemistry,54.84,3.6,1.66,4.07
Chemistry,47.28,4.1,4.09,10.27
Math,48.7,2.52,10.13,23.08
Math,97.42,4.27,0.78,1.97
Chemistry,42.98,2.97,0.47,1.11
Physics,108.82,3.57,7.32,17.9
Chemistry,68.74,3.39,3.32,8.03
Literature,61.84,4.53,1.73,4.43
Chemistry,69.52,2.19,2.55,5.65
Biology,110.6,1.22,4.11,1.0
CS,40.13,3.29,4.45,10.7
Biology,37.59,3.97,7.57,18.9
Biology,44.9,3.65,1.67,4.1
Physics,60.64,4.73,1.04,2.68
Physics,25.48,3.94,3.06,7.63
Geography,60.45,2.94,1.61,3.78
Chemistry,93.87,1.17,2.71,1.0
Biology,63.03,3.26,1.63,3.91
Physics,54.15,4.53,0.5,1.28
Math,47.64,3.11,1.9,4.52
Chemistry,77.97,3.53,3.52,8.59
Literature,43.48,3.92,4.82,12.0
CS,96.93,2.48,2.04,4.63
History,98.67,4.12,0.54,1.36
Chemistry,65.14,5.0,1.61,4.19
History,59.77,3.33,4.63,11.16
Biology,80.61,2.37,1.6,3.6
CS,81.9,3.43,3.58,8.68
History,43.88,1.28,2.12,1.0
Biology,49.47,3.84,0.83,2.06
Math,33.55,3.95,4.77,11.9
History,68.18,5.0,0.26,1.0
CS,73.33,3.31,2.23,5.37
Geography,33.0,3.91,0.7,1.74
Chemistry,50.9,2.64,0.21,1.0
Biology,33.05,3.14,2.1,5.0
Chemistry,42.02,1.97,2.08,1.0
CS,71.02,3.31,3.68,8.86
Physics,45.33,3.19,4.1,9.8
Biology,53.98,3.8,3.9,9.65
History,27.45,2.88,1.58,3.7
Biology,63.74,3.58,3.0,7.34
Chemistry,59.11,3.17,2.58,6.16
Math,45.42,3.17,1.64,3.91
Biology,56.22,3.58,2.73,6.68
History,63.61,3.54,8.83,21.55
Physics,43.7,4.26,0.64,1.62
Geography,30.47,3.38,7.09,17.14
Literature,96.11,3.15,0.16,1.0
Math,47.33,3.32,1.11,2.67
Geography,58.06,2.79,1.02,2.37
Physics,80.22,3.14,2.95,7.03
Biology,130.58,5.0,0.42,1.09
Chemistry,35.11,2.59,6.42,14.71
CS,69.0,3.22,5.29,12.67
Chemistry,45.85,3.11,3.17,7.54
Geography,49.22,3.25,1.84,4.41
History,45.6,3.17,8.11,19.36
Chemistry,37.49,3.78,5.33,13.18
Math,59.17,1.79,2.08,1.0
Chemistry,30.51,4.54,3.63,9.29
History,78.94,4.13,2.51,6.31
Literature,61.1,2.26,2.66,5.93
Biology,68.45,1.23,1.21,1.0
CS,50.68,2.52,1.86,4.24
Geography,52.66,3.26,0.24,1.0
Biology,65.75,5.0,1.33,3.46
Chemistry,36.72,4.04,3.57,8.94
Physics,52.84,1.69,9.19,1.0
Biology,42.81,2.81,9.9,23.06
Literature,42.19,3.45,2.43,5.9
Chemistry,17.8,3.75,2.8,6.91
